id,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,humidity,pressure,received_timestamp,temperature,timestamp
-OMQS8AIV40xO77ce6aq,2.85,0.41,8.51,-0.03,-0.01,-0.04,33.99,100535.67,2025-03-28T06:33:24.890921,47.37,2025-03-28 13:33:24
-OMQS9OgcTkUdRiSaM5a,2.94,0.45,8.61,-0.03,0,-0.04,34.04,100538.27,2025-03-28T06:33:29.906070,47.48,2025-03-28 13:33:29
-OMQSAbl4lUciXPKKqKC,3.64,0.65,9.12,0.02,0.06,-0.07,34.02,100536.21,2025-03-28T06:33:34.900596,47.59,2025-03-28 13:33:34
-OMQSBpwuOfd96rMO6ZN,2.94,0.37,8.71,-0.04,0,-0.04,33.92,100533.58,2025-03-28T06:33:39.905961,47.51,2025-03-28 13:33:39
-OMQSD3BzzCQXcXzmgm6,2.63,0.17,8.63,-0.02,-0.02,-0.05,33.8,100539.95,2025-03-28T06:33:44.920784,47.4,2025-03-28 13:33:44
-OMQSEHPyZXnTGZcEAlX,2.9,0.58,8.55,-0.03,0,-0.04,33.78,100538.55,2025-03-28T06:33:49.921530,47.55,2025-03-28 13:33:49
-OMQSFVfrVyvhDQgYIG0,2.92,0.36,8.61,-0.03,0,-0.04,33.7,100536.42,2025-03-28T06:33:54.920529,47.35,2025-03-28 13:33:54
-OMQSGidgy4mnBBOQZol,2.95,0.44,8.58,-0.03,0,-0.04,33.45,100537.59,2025-03-28T06:33:59.925729,47.02,2025-03-28 13:33:59
-OMQSHx6YX_E90CZG4Qb,2.86,0.45,8.72,-0.03,-0.01,-0.04,33.35,100535.98,2025-03-28T06:34:04.940565,47.02,2025-03-28 13:34:04
-OMQSJAA2wm8nBbZ1n5q,2.84,0.51,8.63,-0.04,-0.01,-0.02,33.5,100536.69,2025-03-28T06:34:09.941028,46.98,2025-03-28 13:34:09
-OMQSKOhO0K_tFvrHCk0,2.72,0.5,8.61,-0.03,0,-0.04,33.67,100537.33,2025-03-28T06:34:14.960723,47.19,2025-03-28 13:34:14
-OMQSLbbzbdOl8W4l0MS,2.89,0.49,8.53,-0.03,0,-0.04,33.78,100538.15,2025-03-28T06:34:19.950846,47.4,2025-03-28 13:34:19
-OMQSMqF-N4Ns8PnJIAx,3.03,0.49,8.61,-0.03,0,-0.05,33.93,100536.73,2025-03-28T06:34:24.980982,47.4,2025-03-28 13:34:24
-OMQSO4ItN9SfamU1-Nn,2.92,0.45,8.6,-0.03,0,-0.04,34.12,100539.39,2025-03-28T06:34:30.031532,47.55,2025-03-28 13:34:29
-OMQx3FA50HoHdoHyW_2,-6.88,5.71,0.92,0.12,-0.11,-0.05,57.86,100356.89,2025-03-28T08:52:53.225829,33.44,2025-03-28 15:52:52
-OMQx4OnzKtk_ig8ppph,-6.86,6.11,0.62,-0.01,0.02,-0.07,57.62,100355.33,2025-03-28T08:52:58.038142,33.66,2025-03-28 15:52:57
-OMQx5buE3x0w2_7-vVK,-6.8,6.32,0.84,-0.07,-0.06,-0.03,57.47,100352.79,2025-03-28T08:53:03.030760,33.78,2025-03-28 15:53:02
-OMQx6qAdtU8BBnA4VnG,-6.67,6.55,0.36,-0.06,0.04,-0.01,57.34,100356.05,2025-03-28T08:53:08.042780,34,2025-03-28 15:53:07
-OMQx82ycjDBZitEJZaK,-6.85,6.18,0.75,-0.03,0,-0.05,57.11,100356.06,2025-03-28T08:53:13.032273,34.11,2025-03-28 15:53:12
-OMQx9HO7JmqgUHpFjsO,-6.67,6.42,0.33,0.03,0.12,-0.03,56.95,100356.38,2025-03-28T08:53:18.050510,34.29,2025-03-28 15:53:17
-OMQxAVaBCBb7fKYEC9E,-6.67,6.38,0.36,-0.03,-0.03,-0.04,56.79,100355.56,2025-03-28T08:53:23.047783,34.48,2025-03-28 15:53:22
-OMQxBiqXi5N_LV4MrHO,-6.8,6.29,0.56,-0.01,0.07,-0.01,56.56,100350.91,2025-03-28T08:53:28.061761,34.62,2025-03-28 15:53:27
-OMQxCx84iJ8-nN786MD,-6.67,6.35,0.62,-0.06,0.04,-0.02,56.38,100354.38,2025-03-28T08:53:33.067977,34.7,2025-03-28 15:53:32
-OMQxEAbqxmKL_13owHx,-6.74,6.34,0.53,0,-0.06,-0.06,56.23,100352.69,2025-03-28T08:53:38.068814,34.9,2025-03-28 15:53:37
-OMQxFOcic3sSk1zlMgR,-6.73,6.31,0.66,-0.07,-0.03,-0.04,56.07,100356.33,2025-03-28T08:53:43.088862,34.99,2025-03-28 15:53:42
-OMQxGbUV6cJomNCRLWj,-6.59,6.34,0.75,-0.01,0.03,-0.02,55.91,100351.14,2025-03-28T08:53:48.074535,35.21,2025-03-28 15:53:47
-OMQxHq7ltGmCnJgGodf,-6.77,6.36,0.7,-0.02,0.02,-0.04,55.76,100352.45,2025-03-28T08:53:53.094625,35.3,2025-03-28 15:53:52
-OMQxJ3A-dn8oqSed5P3,-6.58,6.47,0.45,-0.03,-0.03,-0.09,55.55,100353.23,2025-03-28T08:53:58.095222,35.41,2025-03-28 15:53:57
-OMQxKHS4ahGtv4NEYAy,-6.67,6.42,0.4,-0.04,-0.02,-0.04,55.49,100351.34,2025-03-28T08:54:03.106000,35.57,2025-03-28 15:54:02
-OMQxLVVKH4uViiBDA9_,-9,-3.18,-1.71,1.11,0.64,0.45,55.33,100349.55,2025-03-28T08:54:08.104775,35.72,2025-03-28 15:54:07
-OMQxMj0VvR-4fA-ydoA,3.15,-8.33,6.05,0.46,-0.63,-0.79,55.12,100354.62,2025-03-28T08:54:13.124668,35.83,2025-03-28 15:54:12
-OMQxNwtzl-06TltWmZK,9.71,0.28,1.13,0.94,-0.3,0.36,54.82,100351.39,2025-03-28T08:54:18.115062,35.97,2025-03-28 15:54:17
-OMQxPALa9h8R4dQyFz0,8.25,-2.49,3.64,-0.84,-0.12,-0.71,54.56,100346.85,2025-03-28T08:54:23.133740,36.06,2025-03-28 15:54:22
-OMQxQOo0zE4h_gFA-M7,9.79,1.24,2.74,-0.11,-0.17,-0.04,54.36,100341.41,2025-03-28T08:54:28.153800,36.19,2025-03-28 15:54:27
-OMQxRby2deVFHDdsRTL,1.3,3.22,9.03,0.44,0.33,0.4,54.19,100346.15,2025-03-28T08:54:33.141800,36.3,2025-03-28 15:54:32
-OMQxSqR9-5-7j8Xbs6h,-2.39,3.16,6.94,-0.44,-0.14,0.34,53.99,100341.51,2025-03-28T08:54:38.168103,36.43,2025-03-28 15:54:37
-OMQxU3KRmdCI7S2RCNf,6,1.5,3.37,-1.22,-0.01,-1.86,53.85,100340.64,2025-03-28T08:54:43.160666,36.52,2025-03-28 15:54:42
-OMQxVHdDZ9RyWixACO1,5.43,0.91,6.92,0.21,-0.85,2.01,53.72,100343.53,2025-03-28T08:54:48.175168,36.65,2025-03-28 15:54:47
-OMQxWVmiaC7C2_ZzcJ0,-1.12,-0.33,-1.63,3.51,3.34,-3.15,53.57,100328.59,2025-03-28T08:54:53.178204,36.68,2025-03-28 15:54:52
-OMQxXjNfOLEUNAnWCBr,-7.6,-2.83,-6.17,-0.01,1.05,-0.47,53.37,100342.77,2025-03-28T08:54:58.201613,36.74,2025-03-28 15:54:57
-OMQxYxHaijmV8KUErkO,8.19,-3.38,-1.25,-0.17,-0.33,-0.78,53.04,100346.55,2025-03-28T08:55:03.188072,36.85,2025-03-28 15:55:02
-OMQx_ARiwpJfmKSsnEM,11.03,-0.34,-3.6,-2.05,0.95,1.13,52.74,100336.99,2025-03-28T08:55:08.199173,36.97,2025-03-28 15:55:07
-OMQxaOc5UgCG8nEUfMK,9.13,-1.06,-3.26,0.3,0.56,-0.42,52.68,100325.62,2025-03-28T08:55:13.204083,37.07,2025-03-28 15:55:12
-OMQxbbtLVWraIlT5Vgb,-6.04,-4.33,-9.12,-3.74,-4.37,4.37,52.65,100313.38,2025-03-28T08:55:18.216088,37.12,2025-03-28 15:55:17
-OMQxcq7nG2K0JFBnon0,0.63,3.73,8.13,-0.03,0,-0.04,50.94,100323.43,2025-03-28T08:55:23.213180,37.32,2025-03-28 15:55:22
-OMQxe3oqU2LbaB_XewG,-5,5.57,14.31,0.6,-0.34,-2.71,49.76,100320.59,2025-03-28T08:55:28.244915,37.45,2025-03-28 15:55:27
-OMQxfHk5kuOEWw8HZUp,-4.37,8.47,3.16,-0.58,-0.06,0.68,50.46,100302.31,2025-03-28T08:55:33.237813,37.5,2025-03-28 15:55:33
-OMQxgVrY346Bxfo-WeB,4,0.92,-10.1,-0.32,2.37,0.76,51.87,100301.59,2025-03-28T08:55:38.237321,37.65,2025-03-28 15:55:38
-OMQxhjGTPPMLoowS1Wt,-9.16,-3.28,-3.12,-0.48,0.59,-0.01,51.01,100324.21,2025-03-28T08:55:43.258184,37.69,2025-03-28 15:55:43
-OMQxixF4hHt0PdxNKfu,-8.1,0.87,6.37,-0.63,-0.08,0.38,49.64,100316.16,2025-03-28T08:55:48.255784,37.78,2025-03-28 15:55:48
-OMQxkA__xtaUsPT2vy_,-1.67,1.96,7.95,-0.38,0.07,0.36,51.57,100296.17,2025-03-28T08:55:53.258640,37.92,2025-03-28 15:55:53
-OMQxlOuS7vdwdvdOU8K,-4.81,6.17,4.78,-0.79,1.76,-1.28,51.2,100297.12,2025-03-28T08:55:58.273800,38.03,2025-03-28 15:55:58
-OMQxmcXJFQJPxFrSU31,7.61,-1.37,-7.64,-0.03,-0.01,-0.04,51.4,100323.2,2025-03-28T08:56:03.287129,38.09,2025-03-28 15:56:03
-OMQxnqJY38_-qvw_5Gk,-11.51,-1.97,-6.46,-4.37,-3.04,4.37,50.54,100350.41,2025-03-28T08:56:08.285786,38.11,2025-03-28 15:56:08
-OMQxp3uWPlnjS-yutGW,12.74,2.02,0.82,-0.55,0.09,0.2,50.99,100313.31,2025-03-28T08:56:13.316043,38.11,2025-03-28 15:56:13
-OMQxqHnmpZxukcCiGwF,-8.18,-0.28,-6.62,0.82,2.01,-0.81,50.67,100299.61,2025-03-28T08:56:18.299407,38.27,2025-03-28 15:56:18
-OMQxrW-z1YP22gTAGly,-2.24,-1.95,-7.59,0.23,-0.65,0.91,49.4,100299.31,2025-03-28T08:56:23.307797,38.31,2025-03-28 15:56:23
-OMQxt6N9P8JDG11-DIu,5.14,0.32,6.7,0.63,-0.06,-0.4,50.61,100302.17,2025-03-28T08:56:29.847858,38.47,2025-03-28 15:56:28
-OMQxtxwOuZOS9ZpFa-t,-8.08,1.51,5.28,-0.83,-0.9,-0.92,49.54,100300.81,2025-03-28T08:56:33.355623,38.56,2025-03-28 15:56:33
-OMQxvAnzL8rjFZ9T7Jr,-7.11,3.79,3.14,0.2,-0.13,-0.22,49.69,100302.86,2025-03-28T08:56:38.333922,38.73,2025-03-28 15:56:38
-OMQxwP8pd6GMq-n8lhv,-8.27,2.43,2.39,-0.09,-0.03,-0.13,49.52,100299.58,2025-03-28T08:56:43.347593,38.89,2025-03-28 15:56:43
-OMQxxcPNaIzhvnvkPY3,-9.24,-1.54,1.26,0.05,0.19,0.09,49.53,100306.12,2025-03-28T08:56:48.355518,39.02,2025-03-28 15:56:48
-OMQxyqyJ04etiAVFu-t,-1.35,-4.31,-9.56,-0.05,-0.02,-0.17,50.89,100347.27,2025-03-28T08:56:53.376652,39.05,2025-03-28 15:56:53
-OMQy-4UPbCeGI26PdrJ,-1.28,-2.81,-8.24,-0.92,0.24,-0.17,50.1,100350.67,2025-03-28T08:56:58.408347,39.2,2025-03-28 15:56:58
-OMQy0IoW0HVDUYAUs9Q,-0.1,-4.08,-9.71,-0.66,0.47,-0.22,49.86,100358.94,2025-03-28T08:57:03.395391,39.33,2025-03-28 15:57:03
-OMQy1Wrix5I9DQI9jWH,0.03,-4.21,-10.27,-0.24,0.01,-1.15,49.75,100353.39,2025-03-28T08:57:08.407492,39.47,2025-03-28 15:57:08
-OMQy2jZhkdMbU2YH-oz,1.22,-2.99,-8.85,-0.31,0.94,0.48,49.27,100334.16,2025-03-28T08:57:13.387850,39.64,2025-03-28 15:57:13
-OMQy3yHTetGXk39Z61a,1.58,-4.68,-12.2,0.28,-0.1,-0.34,49.06,100326.22,2025-03-28T08:57:18.427795,39.8,2025-03-28 15:57:18
-OMQy5B4DDKZeMXuh_dG,1.03,1.42,-10.33,0.22,-0.16,0.34,48.71,100309.06,2025-03-28T08:57:23.404025,39.91,2025-03-28 15:57:23
-OMQy6PXUSHYO23ihVT8,-3.53,-0.83,-11.97,0.15,-1.62,-1.46,50.1,100300.64,2025-03-28T08:57:28.425419,39.91,2025-03-28 15:57:28
-OMQy7cWXTi3u1ETp7k5,-9.7,-0.04,-5.54,0.03,-0.74,0.82,49.85,100302.41,2025-03-28T08:57:33.411395,40.02,2025-03-28 15:57:33
-OMQy8qxR_FvneZEiyhv,-8.94,-2.39,-2.63,0.18,0.52,-0.28,50.01,100296.8,2025-03-28T08:57:38.441811,40.22,2025-03-28 15:57:38
-OMQyA4JladWVlSfN7hJ,-3.7,-8.17,2,-0.38,1.23,0.08,50.2,100295.48,2025-03-28T08:57:43.441597,40.27,2025-03-28 15:57:43
-OMQyBI2T8Y2PgYOmelJ,-2.91,-8.89,-0.19,0.36,0.31,0.06,49.88,100295.86,2025-03-28T08:57:48.431585,40.27,2025-03-28 15:57:48
-OMQyCWAAvN3qIl5xn58,-2.07,-6.74,2.84,0.73,1.27,-0.52,49.8,100293.41,2025-03-28T08:57:53.432742,40.37,2025-03-28 15:57:53
-OMQyDk4POh0MasINcpF,-1.99,-10.37,3.19,0.3,-0.09,-0.04,49.74,100289.91,2025-03-28T08:57:58.477764,40.48,2025-03-28 15:57:58
-OMQyEy51pcsUBYVwqR7,-0.87,-11.07,2.04,-0.19,0.04,-0.49,49.67,100295.41,2025-03-28T08:58:03.469227,40.42,2025-03-28 15:58:03
-OMQyGBGkpS1aCFS5Y2S,-1.29,-6.8,1.04,1.34,0.4,-1.49,49.63,100294.66,2025-03-28T08:58:08.474641,40.53,2025-03-28 15:58:08
-OMQyHPHEBRQK_RhMv_T,-3.52,-8.49,2.77,0.04,0.01,-0.07,49.5,100290.58,2025-03-28T08:58:13.468943,40.6,2025-03-28 15:58:13
-OMQyIcgJQgK7gjyK34o,-1.86,-9.38,0.65,-0.3,0.64,0.32,49.49,100289.27,2025-03-28T08:58:18.480356,40.68,2025-03-28 15:58:18
-OMQyJr-9O_-83HNrowD,-3.45,-7.81,1.55,0.63,3.16,-0.84,49.41,100290.47,2025-03-28T08:58:23.492674,40.75,2025-03-28 15:58:23
-OMQyL48tCYODtgwEB33,-3.53,-9.56,1.62,0.93,0.36,-0.62,49.25,100293.94,2025-03-28T08:58:28.495695,40.88,2025-03-28 15:58:28
-OMQyMITHTROE0CgpYgg,-5.07,-7.56,-0.05,-0.38,0.67,-0.23,49.15,100292.62,2025-03-28T08:58:33.510916,40.99,2025-03-28 15:58:33
-OMQyNWVFX24CeudCKsA,-2.99,-8.45,-4.41,-0.07,0.02,-0.05,49.14,100251.46,2025-03-28T08:58:38.506878,41.1,2025-03-28 15:58:38
-OMQyOjpFuwtZ327V1OC,-2.13,-9.02,-5.25,0.81,0.4,0.62,49.04,100198.44,2025-03-28T08:58:43.515196,41.13,2025-03-28 15:58:43
-OMQyPxu63HY55OMUCpK,-3.81,-7.72,-5.67,0.24,0.27,-0.13,48.94,100168.75,2025-03-28T08:58:48.516254,41.22,2025-03-28 15:58:48
-OMQyRBIRlRMrsQepjyA,-13.03,2.8,1.32,1.84,-0.46,-1.28,47.29,100175.44,2025-03-28T08:58:53.528858,41.24,2025-03-28 15:58:53
-OMQySPRD6CX94sWfHxs,-7.86,1.71,2.79,1.11,-0.55,-0.67,46.05,100179.2,2025-03-28T08:58:58.536334,41.33,2025-03-28 15:58:58
-OMQyTd8ZQ4GOaOl86eu,-14.99,3.56,-1.69,0.29,-0.18,1.39,46.78,100176.89,2025-03-28T08:59:03.575113,41.39,2025-03-28 15:59:03
-OMQyUqy9THSle6koq3F,-6.13,2.12,4.21,-0.91,1.12,-0.75,47.46,100167.23,2025-03-28T08:59:08.549450,41.57,2025-03-28 15:59:08
-OMQyW3wgdJzdVRA6rC8,-9.62,-4.43,-2.2,-0.77,-0.59,1.01,47.36,100169.11,2025-03-28T08:59:13.550521,41.61,2025-03-28 15:59:13
-OMQyYWhcijtlm6K4clW,-1.2,-9.3,-4.4,-0.06,-0.19,-0.13,45.92,100165.44,2025-03-28T08:59:23.570266,41.77,2025-03-28 15:59:23
-OMQyZjeZOR80JqZT21N,-0.21,-9.89,-4.64,0.16,0.58,0.17,45.8,100168.21,2025-03-28T08:59:28.558062,41.86,2025-03-28 15:59:28
-OMQy_xwIJLefHFDof4t,-11.8,-0.77,-2.51,1.37,0.6,-0.55,47,100175.95,2025-03-28T08:59:33.570347,41.86,2025-03-28 15:59:33
-OMQybBGO6CBCC1AMozQ,-8.33,-1.34,-3.85,0.33,0.37,-0.62,42.64,100195.8,2025-03-28T08:59:38.589988,41.97,2025-03-28 15:59:38
-OMQycPShEEyuqtQfsdp,-11.25,-1,1.31,-0.39,-0.63,0.9,46.65,100173.23,2025-03-28T08:59:43.590976,42.12,2025-03-28 15:59:43
-OMQydd9vVQFvMNI0QI6,-5.81,1.73,1.08,-0.46,-1.26,0.13,46.94,100182.33,2025-03-28T08:59:48.623179,42.23,2025-03-28 15:59:48
-OMQyeqkqAvSs9dX3D8O,-7.5,3.27,2.86,0.14,0.02,0.03,44.85,100184.66,2025-03-28T08:59:53.590645,42.28,2025-03-28 15:59:53
-OMQyg3qVVviuaGYrmMC,-7.2,0.96,5.04,-0.56,0.17,-0.25,42.06,100200.56,2025-03-28T08:59:58.593634,42.43,2025-03-28 15:59:58
-OMQyhIUDNAsee-HCZuB,-5.61,6.48,5.38,0.29,-0.62,-0.72,44.8,100180.59,2025-03-28T09:00:03.610754,42.54,2025-03-28 16:00:03
-OMQyiWb3veJMuVpfqDq,-10.24,0.58,1.35,0.9,1.16,-0.51,45.35,100182.39,2025-03-28T09:00:08.626443,42.65,2025-03-28 16:00:08
-OMQyjlVlXhuvM2JSxR5,-8.45,7.27,3.86,-0.21,-0.59,-1.52,43.37,100203.52,2025-03-28T09:00:13.731909,42.75,2025-03-28 16:00:13
-OMQykxq2apGeUWZJTz3,-4.25,5.66,4.07,-0.5,0.3,-1.55,38.53,100206.17,2025-03-28T09:00:18.621029,42.86,2025-03-28 16:00:18
-OMQymAs0v-cRuKuCDgX,-7.32,1.87,-1.76,0.19,-0.81,-0.39,41.75,100204.09,2025-03-28T09:00:23.620572,43.06,2025-03-28 16:00:23
-OMQynPgl0HJUSevBKZ4,-5.86,2.58,1.6,0.37,0.83,-0.77,46.04,100179.55,2025-03-28T09:00:28.660918,43.12,2025-03-28 16:00:28
-OMQyocdKOXiy59UyHF8,-9.17,1.78,4.17,-0.85,0.36,0.63,43.87,100190.47,2025-03-28T09:00:33.651779,43.21,2025-03-28 16:00:33
-OMQyq6DIQaojGjq-rEz,-6.45,1.18,0.27,-0.61,-1.94,-0.97,45.87,100188.42,2025-03-28T09:00:39.701080,43.27,2025-03-28 16:00:38
-OMQyr7X3bHRLTYVJUBK,-7.08,2.22,2.1,-0.64,-0.27,-0.9,45.98,100195.4,2025-03-28T09:00:43.880439,43.36,2025-03-28 16:00:43
-OMQysIE5yqESktcwWIX,-6.74,-0.27,4.5,0.6,1.34,0.44,45.53,100195.72,2025-03-28T09:00:48.669734,43.45,2025-03-28 16:00:48
-OMQytWpWMd5OrDOnZ88,-2.68,-0.01,-5.99,0.49,0.32,0.78,44.95,100200.2,2025-03-28T09:00:53.690732,43.5,2025-03-28 16:00:53
-OMQyujxAcABRDQ3BF5-,-0.82,-8.73,-10.06,4.37,4.37,-4.37,44.67,100213.98,2025-03-28T09:00:58.689815,43.21,2025-03-28 16:00:58
-OMQyvs3RdDDSUqMFd1J,2.51,0.44,8.52,-0.02,0.17,-0.07,44.95,100230.52,2025-03-28T09:01:03.308348,43.03,2025-03-28 16:01:03
-OMQyx5TUYORWJLKsNsA,-8.05,1.95,-4.69,-1.31,-0.72,-3.9,44.54,100227.73,2025-03-28T09:01:08.324093,42.85,2025-03-28 16:01:08
-OMQyyKVwdcAT8wUfcGf,-3.48,-1.85,8.05,-0.03,-0.01,-0.04,44.06,100243.27,2025-03-28T09:01:13.387852,42.85,2025-03-28 16:01:13
-OMQyzXtwm9L-oAxMAmd,7.17,8.41,-13.55,-2.4,4.37,-3.24,44.58,100250.84,2025-03-28T09:01:18.333496,41.99,2025-03-28 16:01:18
-OMQz-lFDTEqyyiGCx5m,-8.86,-2.4,6.49,0.88,-2.58,0.59,43.5,100260.45,2025-03-28T09:01:23.353499,41.77,2025-03-28 16:01:23
-OMQz14kXugi3KoMsmTZ,7.28,3.83,4.98,-0.03,0,-0.03,38.82,100269.31,2025-03-28T09:01:28.754106,42.04,2025-03-28 16:01:28
-OMQz2CwuhRmLfQlkVyi,4.52,2.72,0.32,-1.62,1.4,-1.91,45.41,100241.57,2025-03-28T09:01:33.364509,42.24,2025-03-28 16:01:33
-OMQz3R5xB3mastaoKL0,-9.57,-2.38,4.13,1.28,-0.96,-0.14,45.42,100255.12,2025-03-28T09:01:38.384577,41.97,2025-03-28 16:01:38
-OMQz4eCzi5zN2bTSboW,5.68,0.2,-12.39,-0.69,1.19,-0.71,45.59,100246.37,2025-03-28T09:01:43.374022,42.04,2025-03-28 16:01:43
-OMQz5tElEzS2GpDYDeZ,2.51,0.06,9.2,1.45,0.51,-1.95,45.56,100245.07,2025-03-28T09:01:48.444146,42.21,2025-03-28 16:01:48
-OMQz76P5i3F32dfRnby,3.45,7.08,7.82,0.69,-0.03,1.39,44.71,100278.32,2025-03-28T09:01:53.444039,42.01,2025-03-28 16:01:53
-OMQz8JhI3qkLXUDE4-a,2.61,-1.18,-10.78,-0.01,0,-0.05,45.58,100285.19,2025-03-28T09:01:58.394328,41.97,2025-03-28 16:01:58
-OMQz9Y5QSuiSpDZoNuS,-2.38,6.4,-6.07,2.48,4.37,4.37,44.36,100273.34,2025-03-28T09:02:03.409470,42.1,2025-03-28 16:02:03
-OMQzAlgqdJWixzxb2oi,6.49,2.15,5.99,0,-0.01,-0.04,42.91,100303.05,2025-03-28T09:02:08.434833,42.35,2025-03-28 16:02:08
-OMQzBzhp4oES6uH1vtK,-4.88,7.75,19.61,-0.18,-4.37,-2.05,44.21,100299.47,2025-03-28T09:02:13.425209,42.04,2025-03-28 16:02:13
-OMQzEdN0zelw59Qd39y,8.12,1.81,-6.76,1.13,-0.43,-0.2,44.95,100307.38,2025-03-28T09:02:24.283092,41.84,2025-03-28 16:02:18
-OMQzEhIhMFaGdE-PIB1,9.31,2.26,-2.94,-0.49,0.45,0.01,45.7,100303.98,2025-03-28T09:02:24.534927,41.57,2025-03-28 16:02:23
-OMQzFk2dX4T3DqCe7mm,6.1,-4.74,-3.03,0.39,0.68,-1.12,45.92,100301.74,2025-03-28T09:02:28.814021,41.53,2025-03-28 16:02:28
-OMQzGsOF_vDc3OyEpVK,6.01,-8.9,-2.37,-2.88,2.29,1.24,46.07,100303.72,2025-03-28T09:02:33.447603,41.5,2025-03-28 16:02:33
-OMQzI5Yi4DY8GDBmhsY,-6.98,1.96,2.65,0.57,2.25,0.56,46.1,100304.98,2025-03-28T09:02:38.441568,41.31,2025-03-28 16:02:38
-OMQzJK6czzy0Ap5shDe,-0.44,4.91,5.14,0.59,0,-2,45.97,100301.53,2025-03-28T09:02:43.461884,40.93,2025-03-28 16:02:43
-OMQzKY3QfW5B37a7DhN,7.36,8.08,-4.02,-0.2,0.09,-0.17,46.4,100306.17,2025-03-28T09:02:48.458992,40.8,2025-03-28 16:02:48
-OMQzLlGWlb3d9jASWac,-0.99,-0.93,8.51,-0.01,0.01,-0.03,46.49,100322.18,2025-03-28T09:02:53.468791,40.84,2025-03-28 16:02:53
-OMQzMzH-w-Dl1MLJdUC,0.45,-6.68,-7.15,0.94,2.89,-0.12,46.32,100325.54,2025-03-28T09:02:58.460843,40.89,2025-03-28 16:02:58
-OMR-u9QhGkbJOwUBcxQ,-4.47,6.88,4.93,0.06,0.42,-0.01,64.31,100353.72,2025-03-28T09:09:40.519461,30.68,2025-03-28 16:09:40
-OMR-vJeUKYX9La2JSrS,-6.22,6.36,2.53,0.01,-0.2,-0.06,63.37,100348.41,2025-03-28T09:09:45.325691,30.47,2025-03-28 16:09:45
-OMR-wY97YjjpyCdjZDX,-1.1,2.2,8.75,-0.64,0.16,-1.04,63,100349.36,2025-03-28T09:09:50.343972,30.58,2025-03-28 16:09:50
